TRAIN_NO,DATE,STATION_DEPART,STATION_ARRV,NUM_PASSENGER
6,20190705,천안아산,오송,9.0
6,20190706,천안아산,오송,6.0
6,20190707,천안아산,오송,7.0
6,20190708,천안아산,오송,2.0
6,20190709,천안아산,오송,3.0
6,20190710,천안아산,오송,2.0
6,20190711,천안아산,오송,2.0
6,20190712,천안아산,오송,5.0
6,20190713,천안아산,오송,6.0
6,20190714,천안아산,오송,0.0
6,20190715,천안아산,오송,0.0
6,20190716,천안아산,오송,3.0
6,20190717,천안아산,오송,1.0
6,20190718,천안아산,오송,3.0
6,20190719,천안아산,오송,15.0
6,20190720,천안아산,오송,9.0
6,20190721,천안아산,오송,6.0
6,20190722,천안아산,오송,3.0
6,20190723,천안아산,오송,6.0
6,20190724,천안아산,오송,2.0
6,20190725,천안아산,오송,1.0
6,20190726,천안아산,오송,12.0
6,20190727,천안아산,오송,7.0
6,20190728,천안아산,오송,2.0
6,20190729,천안아산,오송,3.0
6,20190730,천안아산,오송,2.0
6,20190701,천안아산,울산,3.0
6,20190702,천안아산,울산,8.0
6,20190703,천안아산,울산,15.0
6,20190704,천안아산,울산,17.0
6,20190705,천안아산,울산,27.0
6,20190706,천안아산,울산,17.0
6,20190707,천안아산,울산,18.0
6,20190708,천안아산,울산,9.0
6,20190709,천안아산,울산,2.0
6,20190710,천안아산,울산,9.0
6,20190711,천안아산,울산,19.0
6,20190712,천안아산,울산,27.0
6,20190713,천안아산,울산,9.0
6,20190714,천안아산,울산,11.0
6,20190715,천안아산,울산,6.0
6,20190716,천안아산,울산,8.0
6,20190717,천안아산,울산,12.0
6,20190718,천안아산,울산,9.0
6,20190719,천안아산,울산,23.0
6,20190720,천안아산,울산,10.0
6,20190721,천안아산,울산,12.0
6,20190722,천안아산,울산,6.0
6,20190723,천안아산,울산,14.0
6,20190724,천안아산,울산,12.0
6,20190725,천안아산,울산,15.0
6,20190726,천안아산,울산,19.0
6,20190727,천안아산,울산,8.0
6,20190728,천안아산,울산,18.0
6,20190729,천안아산,울산,12.0
6,20190730,천안아산,울산,22.0
6,20190701,울산,부산,7.0
6,20190702,울산,부산,7.0
6,20190703,울산,부산,9.0
6,20190704,울산,부산,10.0
6,20190705,울산,부산,12.0
6,20190706,울산,부산,20.0
6,20190707,울산,부산,23.0
6,20190708,울산,부산,12.0
6,20190709,울산,부산,9.0
6,20190710,울산,부산,15.0
6,20190711,울산,부산,10.0
6,20190712,울산,부산,25.0
6,20190713,울산,부산,15.0
6,20190714,울산,부산,15.0
6,20190715,울산,부산,3.0
6,20190716,울산,부산,10.0
6,20190717,울산,부산,7.0
6,20190718,울산,부산,5.0
6,20190719,울산,부산,12.0
6,20190720,울산,부산,8.0
6,20190721,울산,부산,19.0
6,20190722,울산,부산,10.0
6,20190723,울산,부산,7.0
6,20190724,울산,부산,12.0
6,20190725,울산,부산,11.0
6,20190726,울산,부산,10.0
6,20190727,울산,부산,6.0
6,20190728,울산,부산,21.0
6,20190729,울산,부산,12.0
6,20190730,울산,부산,11.0
